sampleNs,origin,connected,valid,result,m00,m01,m02,x,m10,m11,m12,y,m20,m21,m22,z
160239110244100,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239125268800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239125298900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239140925300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239140967700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239156555400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239156589200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239172584100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239172632400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239187921700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239187992600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239203364800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239203403500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239218927700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239218972000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239234456600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239234611400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239249936100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239249964800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239265484700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239265521600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239281028000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239281053200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239296664400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239296717000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239312484100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239312565700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239328037600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239328084900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239343382800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239343428900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239358803900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239358846000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239374129800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239374158700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239389527600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239389615400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239405533600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239405564900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239421512800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239421557600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239436838200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239436884400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239452776300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239452819800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239468372500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239468412600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239483487500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239483531400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239498775600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239498814700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239514377700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239514422800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239529687800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239529743900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239545111600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239545205200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239560305800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239560467200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239576327400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239576355300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239592013200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239592053400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239607422800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239607453600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239622832200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239622869300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239638344800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239638384200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239654311900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239654344900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239669907400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239669938600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239685502000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239685544700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239700786800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239700827000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239716193700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239716228500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239732304400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239732340300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239747848000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239747964500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239763302500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239763380500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239778577200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239778611000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239793967100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239794009800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239809198100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239809228200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239824699800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239824733800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239840126400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239840155200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239855613400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239855716900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239870734200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239870918600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239886332300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239886378300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239901362600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239901393200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239917438200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239917635900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239932808900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239932865400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239948308400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239948338300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239963922000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239963963100,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239979143000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239979185500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160239994322400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160239994353800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240010421100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240010468700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240025644100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240025688900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240041181100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240041245500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240056655800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240056765500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240072644500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240072738500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240088256900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240088339400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240103879400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240103940000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240119235300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240119375400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240134772300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240134836200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240150471000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240150508300,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240165592900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240165620900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240181204100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240181254500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240196650700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240196687100,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240212641700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240212761600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240227862600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240227906600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240243418600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240243470800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240258848700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240258889800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240274376700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240274478400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240289966300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240290061800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240305323700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240305369700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240321294400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240321331200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240336801600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240336868400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240352536700,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240352575700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240368169200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240368203000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240383622500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240383663800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240399308500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240399340900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240414635900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240414694700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240430081100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240430130900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240446094600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240446125900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240461691800,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240461732200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240477262300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240477303000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240492570000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240492606800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240507812500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240507923600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240523286100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240523334800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240538944100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240539000000,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240554543300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240554584200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240570616600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240570652600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240586256100,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240586349700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240601525400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240601564400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240616957400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240616998400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240632365900,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240632393900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240647613600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240647641200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240663288300,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240663329900,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240678921500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240678998200,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240694392600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240694458500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240709970500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240710023600,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240725452500,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240725542700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240740741200,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240740782500,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240756348400,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240756384400,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240771551600,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240771585700,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
160240786916000,2,1,1,200,1,0,0,0,0,1,0,1,0,0,1,2
160240786955800,1,1,1,200,1,0,0,0,0,1,0,2,0,0,1,2
